Location,Label,Target,OldType,NewType,Outcome,TypeCategory,Notes
app/routes/session.js#L-1,LOCAL,req,ANY,Request,INVALID,UDT,_NOTES_
app/routes/session.js#L-1,LOCAL,res,ANY,Response,INVALID,UDT,_NOTES_
app/routes/session.js#L116,LOCAL,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/session.js#L121,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/session.js#L121,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L122,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L125,METHOD_PARAMETER_IN,res,ANY,ServerResponse,Partial,UDT,_NOTES_
app/routes/session.js#L134,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/session.js#L138,METHOD_PARAMETER_IN,userName,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L138,METHOD_PARAMETER_IN,firstName,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L138,METHOD_PARAMETER_IN,lastName,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L138,METHOD_PARAMETER_IN,password,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L138,METHOD_PARAMETER_IN,verify,ANY,__ecma.Boolean,Correct,BUILTIN,_NOTES_
app/routes/session.js#L138,METHOD_PARAMETER_IN,email,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L14,METHOD_PARAMETER_IN,user,ANY,User,Correct,UDT,_NOTES_
app/routes/session.js#L189,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/session.js#L189,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L189,METHOD_PARAMETER_IN,next,ANY,NextFunction,Partial,UDT,_NOTES_
app/routes/session.js#L193,LOCAL,userName,req:body:<returnValue>:<member>(body):<member>(userName),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L194,LOCAL,firstName,req:body:<returnValue>:<member>(body):<member>(firstName),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L195,LOCAL,lastName,req:body:<returnValue>:<member>(body):<member>(lastName),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L197,LOCAL,verify,req:body:<returnValue>:<member>(body):<member>(verify),__ecma.String,Incorrect,BUILTIN,_NOTES_
app/routes/session.js#L20,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/session.js#L208,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/session.js#L210,LOCAL,next,ANY,NextFunction,Partial,UDT,_NOTES_
app/routes/session.js#L214,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L216,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/session.js#L220,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/session.js#L220,METHOD_PARAMETER_IN,user,ANY,User,Correct,UDT,_NOTES_
app/routes/session.js#L220,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/session.js#L220,LOCAL,userName,req:body:<returnValue>:<member>(body):<member>(userName),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L220,LOCAL,firstName,req:body:<returnValue>:<member>(body):<member>(firstName),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L220,LOCAL,lastName,req:body:<returnValue>:<member>(body):<member>(lastName),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L222,LOCAL,next,ANY,NextFunction,Partial,UDT,_NOTES_
app/routes/session.js#L234,LOCAL,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/session.js#L235,LOCAL,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/session.js#L239,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L241,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/session.js#L25,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/session.js#L25,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L251,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/session.js#L256,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/session.js#L256,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L264,LOCAL,userId,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L266,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/session.js#L268,LOCAL,userId,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L269,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L27,METHOD_PARAMETER_IN,user,ANY,User,Correct,UDT,_NOTES_
app/routes/session.js#L271,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/session.js#L28,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L36,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/session.js#L36,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L4,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/session.js#L44,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L49,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/session.js#L53,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/session.js#L53,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L55,LOCAL,userName,req:body:<returnValue>:<member>(body):<member>(userName),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L58,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/session.js#L58,METHOD_PARAMETER_IN,user,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L64,LOCAL,userName,req:body:<returnValue>:<member>(body):<member>(userName),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L8,METHOD_PARAMETER_IN,db,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L82,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/session.js#L88,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/tutorial.js#L-1,LOCAL,_iterator_0,ANY,__ecma.String,Incorrect,BUILTIN,_NOTES_
app/routes/tutorial.js#L11,LOCAL,environmentalScripts,_tmp_0:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.String,Incorrect,BUILTIN,_NOTES_
app/routes/tutorial.js#L3,LOCAL,environmentalScripts,_tmp_0:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.String,Incorrect,BUILTIN,_NOTES_
app/routes/tutorial.js#L30,LOCAL,_iterator_0,ANY,__ecma.String,Incorrect,BUILTIN,_NOTES_
app/routes/tutorial.js#L31,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/tutorial.js#L34,LOCAL,environmentalScripts,_tmp_0:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.String,Incorrect,BUILTIN,_NOTES_
app/routes/tutorial.js#L6,LOCAL,router,express:Router:<returnValue>,__ecma.String,Incorrect,UDT,_NOTES_
app/routes/tutorial.js#L8,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
artifacts/db-reset.js#L10,LOCAL,db,_tmp_1:db:<returnValue>:<member>(db),__ecma.String,Correct,BUILTIN,_NOTES_
artifacts/db-reset.js#L101,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
artifacts/db-reset.js#L101,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
artifacts/db-reset.js#L112,METHOD_PARAMETER_IN,user,ANY,User,Correct,UDT,_NOTES_
artifacts/db-reset.js#L127,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
artifacts/db-reset.js#L127,METHOD_PARAMETER_IN,data,ANY,__ecma.String,Incorrect,UDT,_NOTES_
artifacts/db-reset.js#L127,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
artifacts/db-reset.js#L127,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
artifacts/db-reset.js#L39,METHOD_PARAMETER_IN,db,ANY,__ecma.String,Incorrect,BUILTIN,_NOTES_
artifacts/db-reset.js#L39,METHOD_PARAMETER_IN,db,ANY,PostgreSQL,Incorrect,UDT,Mongo is used
artifacts/db-reset.js#L39,METHOD_PARAMETER_IN,name,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
artifacts/db-reset.js#L41,LOCAL,db,_tmp_1:db:<returnValue>:<member>(db),__ecma.String,Incorrect,UDT,_NOTES_
artifacts/db-reset.js#L41,LOCAL,db,_tmp_1:db:<returnValue>:<member>(db),PostgreSQL,Incorrect,UDT,_NOTES_
artifacts/db-reset.js#L41,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
artifacts/db-reset.js#L50,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
artifacts/db-reset.js#L50,METHOD_PARAMETER_IN,res,ANY,__ecma.Array,Incorrect,UDT,_NOTES_
artifacts/db-reset.js#L50,METHOD_PARAMETER_IN,comm,ANY,__ecma.Array,Incorrect,BUILTIN,String
artifacts/db-reset.js#L63,METHOD_PARAMETER_IN,db,ANY,__ecma.String,Incorrect,UDT,_NOTES_
artifacts/db-reset.js#L63,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
artifacts/db-reset.js#L63,METHOD_PARAMETER_IN,db,ANY,PoolClient,Incorrect,UDT,_NOTES_
artifacts/db-reset.js#L81,LOCAL,db,_tmp_1:db:<returnValue>:<member>(db),__ecma.String,Incorrect,UDT,_NOTES_
artifacts/db-reset.js#L81,LOCAL,db,_tmp_1:db:<returnValue>:<member>(db),PoolClient,Incorrect,UDT,_NOTES_
artifacts/db-reset.js#L85,LOCAL,db,_tmp_1:db:<returnValue>:<member>(db),__ecma.String,Incorrect,Incorrect,_NOTES_
artifacts/db-reset.js#L85,LOCAL,db,_tmp_1:db:<returnValue>:<member>(db),PoolClient,Incorrect,UDT,_NOTES_
artifacts/db-reset.js#L93,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
artifacts/db-reset.js#L93,METHOD_PARAMETER_IN,data,ANY,__ecma.String,Incorrect,UDT,_NOTES_
artifacts/db-reset.js#L93,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
config/config.js#L5,LOCAL,finalEnv,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
config/env/all.js#L2,LOCAL,port,ANY,__ecma.Number,Correct,BUILTIN,_NOTES_
config/env/all.js#L3,LOCAL,db,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
server.js#L145,LOCAL,port,_tmp_0:port:<returnValue>:<member>(port),__ecma.String,Incorrect,BUILTIN,_NOTES_
server.js#L146,LOCAL,port,_tmp_0:port:<returnValue>:<member>(port),__ecma.String,Incorrect,BUILTIN,_NOTES_
server.js#L15,LOCAL,app,express:<returnValue>,Express,Correct,UDT,_NOTES_
server.js#L17,LOCAL,db,_tmp_0:db:<returnValue>:<member>(db),MongoClient,Incorrect,BUILTIN,_NOTES_
server.js#L17,LOCAL,port,_tmp_0:port:<returnValue>:<member>(port),__ecma.String,Incorrect,BUILTIN,_NOTES_
server.js#L17,LOCAL,cookieSecret,_tmp_0:cookieSecret:<returnValue>:<member>(cookieSecret),__ecma.String,Correct,BUILTIN,_NOTES_
server.js#L30,METHOD_PARAMETER_IN,db,ANY,MongoClient,Incorrect,BUILTIN,_NOTES_
server.js#L30,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
server.js#L30,METHOD_PARAMETER_IN,db,ANY,Pool,Incorrect,BUILTIN,String
server.js#L68,LOCAL,app,express:<returnValue>,Express,Correct,UDT,_NOTES_
server.js#L82,LOCAL,cookieSecret,_tmp_0:cookieSecret:<returnValue>:<member>(cookieSecret),__ecma.String,Correct,BUILTIN,_NOTES_
